id,Unnamed: 0,probe,device,model,brand,height,width,channels
2621,3443,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0094.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2622,3444,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0095.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2623,3445,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0106.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2624,3446,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0107.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2625,3447,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0110.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2626,3448,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0111.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2627,3449,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0113.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2628,3450,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0114.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2629,3451,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0116.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2630,3452,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0119.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2631,3453,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0120.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2632,3454,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0121.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2633,3455,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0123.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2634,3456,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0125.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2635,3457,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0126.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2636,3458,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0127.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2637,3459,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0128.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2638,3460,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0129.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2639,3461,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0131.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2640,3462,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0132.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2641,3463,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0134.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2642,3464,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0135.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2643,3465,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0136.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2644,3466,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0137.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2645,3467,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0138.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2646,3468,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0139.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2647,3469,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0143.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2648,3470,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0144.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2649,3471,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0145.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2650,3472,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0146.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2651,3473,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0147.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2652,3474,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0148.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2653,3475,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0150.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2654,3476,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0151.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2655,3477,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0152.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2656,3478,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0155.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2657,3479,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0160.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2658,3480,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0162.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2659,3481,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0163.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2660,3482,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0167.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2661,3483,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0168.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2662,3484,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0171.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2663,3485,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0174.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2664,3486,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0175.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2665,3487,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0176.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2666,3488,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0179.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2667,3489,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0181.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2668,3490,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0182.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2669,3491,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0183.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2670,3492,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0184.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2671,3493,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0185.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2672,3494,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0186.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2673,3495,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0187.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2674,3496,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0188.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2675,3497,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0104.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2676,3498,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0059.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2677,3499,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0041.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2678,3500,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0065.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2679,3501,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0056.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2680,3502,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0040.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2681,3503,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0044.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2682,3504,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0130.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2683,3505,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0109.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2684,3506,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0097.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2685,3507,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0043.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2686,3508,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0089.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2687,3509,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0027.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2688,3510,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0070.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2689,3511,/nas/public/dataset/Vision/dataset/D17_Microsoft_Lumia640LTE/images/nat/D17_I_nat_0021.jpg,D17_Microsoft_Lumia640LTE,Microsoft_Lumia640LTE,Microsoft,1840,3264,3
2690,3792,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0002.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2691,3793,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0004.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2692,3794,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0005.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2693,3795,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0006.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2694,3796,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0009.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2695,3797,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0010.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2696,3798,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0011.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2697,3799,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0012.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2698,3800,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0013.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2699,3801,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0016.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2700,3802,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0017.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2701,3803,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0023.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2702,3804,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0024.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2703,3805,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0027.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2704,3806,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0029.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2705,3807,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0032.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2706,3808,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0035.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2707,3809,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0036.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2708,3810,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0038.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2709,3811,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0039.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2710,3812,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0046.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2711,3813,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0048.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2712,3814,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0050.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2713,3815,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0051.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2714,3816,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0053.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2715,3817,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0056.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2716,3818,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0060.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2717,3819,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0063.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2718,3820,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0064.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2719,3821,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0065.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2720,3822,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0069.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2721,3823,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0070.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2722,3824,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0072.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2723,3825,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0073.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2724,3826,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0075.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2725,3827,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0076.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2726,3828,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0077.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2727,3829,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0079.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2728,3830,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0081.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2729,3831,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0084.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2730,3832,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0086.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2731,3833,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0087.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2732,3834,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0088.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2733,3835,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0090.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2734,3836,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0091.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2735,3837,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0093.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2736,3838,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0094.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2737,3839,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0097.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2738,3840,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0099.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2739,3841,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0102.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2740,3842,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0104.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2741,3843,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0107.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2742,3844,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0108.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2743,3845,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0115.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2744,3846,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0118.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2745,3847,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0120.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2746,3848,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0121.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2747,3849,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0122.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2748,3850,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0124.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2749,3851,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0125.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2750,3852,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0126.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2751,3853,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0127.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
2752,3854,/nas/public/dataset/Vision/dataset/D19_Apple_iPhone6Plus/images/nat/D19_I_nat_0130.jpg,D19_Apple_iPhone6Plus,Apple_iPhone6Plus,Apple,2448,3264,3
